respondent_id,age,gender,state,location_type,family_income,education_level,stream,board,academic_performance,career_clarity,urgency,decision_maker,primary_info_source,past_career_spend,career_domain_interest,preferred_feature,motivation,fear_score,risk_score,wtp_monthly,wtp_onetime,platform_adoption,persona_label
R1847,21,Male,Other,Metro,₹5–10L,Class 11-12,Science PCM,State Board,Above 90%,Very clear,Within 3 months,Both equally,Family/Friends,Coaching classes,Engineering/Tech,Scholarship finder,Social status,3,5,513.0,1497.0,Yes,Focused Climber
R1848,19,Male,Rajasthan,Tier-3,Above ₹20L,Working Professional,Commerce,CBSE,70–80%,Not clear at all,1–2 years,Teachers/Counsellor,YouTube,Coaching classes,Business/Management,1-on-1 mentorship,Passion/Interest,5,4,351.0,1133.0,No,Confused Drifter
R1849,25,Female,Maharashtra,Metro,₹2–5L,Undergraduate,Science PCM,CBSE,80–90%,Not clear at all,More than 2 years,Myself,Social Media,Coaching classes,Government/UPSC,College matchmaking,Financial security,3,3,256.0,1277.0,No,Confused Drifter
R1850,22,Male,Uttar Pradesh,Metro,Above ₹20L,Undergraduate,Science PCM,CBSE,70–80%,Not clear at all,More than 2 years,Parents,Family/Friends,Nothing,Business/Management,Scholarship finder,Unclear,3,3,434.0,1891.0,Yes,Confused Drifter
R1851,17,Female,Karnataka,Metro,₹2–5L,Undergraduate,Vocational,CBSE,70–80%,Very clear,3–6 months,Parents,School Counsellor,Career counsellor,Arts/Design,College matchmaking,Financial security,3,5,412.0,1116.0,Yes,Focused Climber
R1852,20,Female,Madhya Pradesh,Tier-2,₹2–5L,Undergraduate,Science PCB,State Board,60–70%,Very clear,Within 3 months,Relatives,Social Media,Career counsellor,Medicine/Healthcare,Skill assessment,Family expectations,1,2,388.0,1468.0,Yes,Focused Climber
R1853,17,Female,Haryana,Tier-2,Below ₹2L,Class 11-12,Commerce,CBSE,60–70%,Somewhat unclear,Within 3 months,Parents,Family/Friends,Coaching classes,Government/UPSC,AI career roadmap,Family expectations,5,3,163.0,588.0,Yes,Anxious Achiever
R1854,22,Male,Maharashtra,Tier-2,₹10–20L,Undergraduate,Science PCB,State Board,60–70%,Somewhat clear,1–2 years,Both equally,YouTube,Career counsellor,Science Research,Skill assessment,Passion/Interest,3,5,505.0,1378.0,No,Career Switcher
R1855,19,Male,Gujarat,Rural,₹2–5L,Class 9-10,Science PCM,State Board,Above 90%,Somewhat unclear,Within 3 months,Parents,Career Books,Nothing,Business/Management,1-on-1 mentorship,Passion/Interest,4,3,243.0,700.0,No,Anxious Achiever
R1856,24,Male,Bihar,Tier-2,Above ₹20L,Postgraduate,Commerce,ICSE,70–80%,Somewhat clear,1–2 years,Both equally,YouTube,Nothing,Business/Management,1-on-1 mentorship,Passion/Interest,2,5,629.0,2462.0,No,Career Switcher
R1857,17,Male,Kerala,Tier-2,₹2–5L,Class 11-12,Commerce,State Board,60–70%,Not clear at all,6–12 months,Teachers/Counsellor,Family/Friends,Career counsellor,Arts/Design,AI career roadmap,Unclear,4,3,219.0,751.0,No,Confused Drifter
R1858,18,Female,West Bengal,Rural,Below ₹2L,Class 9-10,Science PCM,State Board,80–90%,Very clear,3–6 months,Parents,YouTube,Exam prep material,Engineering/Tech,1-on-1 mentorship,Financial security,2,3,173.0,827.0,Yes,Focused Climber
R1859,23,Female,Uttar Pradesh,Tier-3,₹10–20L,Undergraduate,Science PCM,State Board,70–80%,Not clear at all,Within 3 months,Parents,Family/Friends,Career counsellor,Engineering/Tech,College matchmaking,Passion/Interest,4,2,558.0,2097.0,Yes,Focused Climber
R1860,20,Female,Karnataka,Tier-3,₹2–5L,Undergraduate,Science PCB,State Board,80–90%,Not clear at all,3–6 months,Both equally,YouTube,Nothing,Medicine/Healthcare,Entrance exam navigator,Social status,1,2,183.0,695.0,No,Passive Explorer
R1861,18,Male,Other,Rural,₹10–20L,Postgraduate,Science PCM,CBSE,80–90%,Somewhat clear,More than 2 years,Parents,Family/Friends,Online courses,Engineering/Tech,Scholarship finder,Social status,4,4,411.0,1995.0,Yes,Career Switcher
R1862,16,Female,Uttar Pradesh,Metro,₹2–5L,Class 11-12,Science PCM,State Board,70–80%,Somewhat unclear,3–6 months,Parents,Family/Friends,Coaching classes,Engineering/Tech,Entrance exam navigator,Family expectations,5,1,324.0,1211.0,Yes,Anxious Achiever
R1863,19,Female,Rajasthan,Tier-2,₹5–10L,Class 9-10,Not Applicable,ICSE,70–80%,Not clear at all,6–12 months,Both equally,Family/Friends,Coaching classes,Business/Management,College matchmaking,Unclear,4,4,283.0,923.0,No,Confused Drifter
R1864,18,Male,Uttar Pradesh,Tier-3,₹10–20L,Postgraduate,Commerce,CBSE,80–90%,Not clear at all,1–2 years,Parents,Social Media,Online courses,Engineering/Tech,College matchmaking,Social status,4,4,331.0,1558.0,No,Confused Drifter
R1865,24,Male,Rajasthan,Rural,₹2–5L,Class 11-12,Science PCB,State Board,60–70%,Not clear at all,1–2 years,Both equally,YouTube,Coaching classes,Engineering/Tech,AI career roadmap,Unclear,4,3,182.0,878.0,No,Confused Drifter
R1866,18,Male,Uttar Pradesh,Tier-2,₹2–5L,Class 11-12,Not Applicable,CBSE,70–80%,Not clear at all,1–2 years,Both equally,Online Platforms,Coaching classes,Science Research,1-on-1 mentorship,Family expectations,3,1,181.0,839.0,No,Confused Drifter
R1867,17,Female,West Bengal,Metro,Below ₹2L,Undergraduate,Commerce,CBSE,80–90%,Not clear at all,1–2 years,Parents,Online Platforms,Online courses,Arts/Design,Scholarship finder,Financial security,5,4,126.0,465.0,Yes,Passive Explorer
R1868,18,Male,Bihar,Tier-3,₹5–10L,Undergraduate,Science PCM,ICSE,80–90%,Somewhat unclear,1–2 years,Myself,Online Platforms,Online courses,Business/Management,AI career roadmap,Social status,4,4,333.0,1025.0,Yes,Anxious Achiever
R1869,19,Female,Rajasthan,Metro,₹5–10L,Class 9-10,Science PCM,State Board,60–70%,Somewhat unclear,Within 3 months,Parents,YouTube,Career counsellor,Science Research,AI career roadmap,Passion/Interest,4,1,347.0,1619.0,Yes,Anxious Achiever
R1870,15,Female,Bihar,Rural,,Undergraduate,Science PCM,CBSE,80–90%,Very clear,6–12 months,Both equally,YouTube,Online courses,Engineering/Tech,AI career roadmap,Passion/Interest,2,1,693.0,3392.0,Yes,Focused Climber
R1871,18,Male,Karnataka,Rural,₹5–10L,Class 11-12,Vocational,CBSE,60–70%,Very clear,Within 3 months,Both equally,Online Platforms,Coaching classes,Engineering/Tech,College matchmaking,Social status,2,2,387.0,1506.0,Yes,Focused Climber
R1872,18,Male,Haryana,Tier-2,₹5–10L,Class 11-12,Arts/Humanities,CBSE,80–90%,Very clear,1–2 years,Parents,YouTube,Career counsellor,Government/UPSC,Skill assessment,Passion/Interest,1,4,467.0,2082.0,No,Focused Climber
R1873,18,Male,Telangana,Tier-2,Below ₹2L,Class 11-12,Science PCM,State Board,70–80%,Very clear,3–6 months,Parents,YouTube,Exam prep material,Engineering/Tech,Entrance exam navigator,Passion/Interest,2,3,241.0,816.0,Yes,Focused Climber
R1874,17,Male,Rajasthan,Metro,₹10–20L,Undergraduate,Commerce,CBSE,60–70%,Very clear,3–6 months,Teachers/Counsellor,Career Books,Career counsellor,Finance/Banking,Skill assessment,Passion/Interest,2,5,669.0,2104.0,Yes,Focused Climber
R1875,17,Male,Tamil Nadu,Tier-2,Above ₹20L,Postgraduate,Science PCM,CBSE,80–90%,Very clear,Within 3 months,Parents,Social Media,Exam prep material,Engineering/Tech,Scholarship finder,Financial security,1,3,813.0,2484.0,Yes,Focused Climber
R1876,20,Male,Uttar Pradesh,Tier-2,₹10–20L,Undergraduate,Science PCM,State Board,60–70%,Very clear,3–6 months,Myself,School Counsellor,Online courses,Engineering/Tech,Entrance exam navigator,Social status,4,2,638.0,2004.0,No,Focused Climber
R1877,20,Female,Karnataka,Tier-2,Below ₹2L,Class 9-10,Science PCM,CBSE,70–80%,Not clear at all,3–6 months,Both equally,Career Books,Exam prep material,Engineering/Tech,1-on-1 mentorship,Passion/Interest,5,3,187.0,905.0,No,Confused Drifter
R1878,18,Female,Uttar Pradesh,Tier-3,₹5–10L,Class 11-12,Science PCM,State Board,80–90%,Not clear at all,3–6 months,Myself,YouTube,Nothing,Business/Management,College matchmaking,Passion/Interest,3,2,157.0,715.0,Yes,Passive Explorer
R1879,17,Female,West Bengal,Rural,,Class 11-12,Arts/Humanities,ICSE,70–80%,Very clear,3–6 months,Both equally,YouTube,Exam prep material,Arts/Design,1-on-1 mentorship,Passion/Interest,1,2,463.0,1643.0,Yes,Focused Climber
R1880,16,Male,Maharashtra,Metro,₹5–10L,Class 9-10,Science PCM,State Board,60–70%,Very clear,Within 3 months,Both equally,Online Platforms,Exam prep material,Engineering/Tech,College matchmaking,Passion/Interest,5,3,546.0,2087.0,Yes,Focused Climber
R1881,25,Male,Telangana,Tier-3,₹2–5L,Class 11-12,Arts/Humanities,CBSE,70–80%,Very clear,More than 2 years,Both equally,Family/Friends,Coaching classes,Business/Management,Skill assessment,Passion/Interest,4,5,268.0,1166.0,No,Career Switcher
R1882,19,Male,Rajasthan,Tier-3,₹10–20L,Class 11-12,Science PCB,State Board,Above 90%,Somewhat unclear,6–12 months,Parents,YouTube,Career counsellor,Finance/Banking,1-on-1 mentorship,Social status,5,4,376.0,1550.0,Yes,Anxious Achiever
R1883,15,Male,Punjab,Tier-3,₹2–5L,Class 11-12,Commerce,State Board,80–90%,Somewhat unclear,1–2 years,Both equally,YouTube,Exam prep material,Business/Management,Skill assessment,Unclear,5,5,275.0,1289.0,No,Anxious Achiever
R1884,21,Female,Karnataka,Metro,Above ₹20L,Working Professional,Not Applicable,CBSE,Above 90%,Somewhat unclear,Within 3 months,Relatives,YouTube,Coaching classes,Business/Management,1-on-1 mentorship,Unclear,5,5,560.0,1442.0,Yes,Anxious Achiever
R1885,24,Male,Uttar Pradesh,Tier-2,₹10–20L,Undergraduate,Science PCB,ICSE,60–70%,Somewhat unclear,3–6 months,Both equally,Family/Friends,Coaching classes,Medicine/Healthcare,1-on-1 mentorship,Passion/Interest,4,3,412.0,1267.0,Yes,Anxious Achiever
R1886,20,Male,Rajasthan,Tier-2,₹5–10L,Postgraduate,Arts/Humanities,State Board,70–80%,Not clear at all,6–12 months,Myself,School Counsellor,Nothing,Government/UPSC,College matchmaking,Family expectations,5,2,282.0,1141.0,No,Confused Drifter
R1887,19,Female,Uttar Pradesh,Tier-3,₹5–10L,Class 11-12,Arts/Humanities,IB,60–70%,Not clear at all,3–6 months,Teachers/Counsellor,School Counsellor,Nothing,Arts/Design,AI career roadmap,Passion/Interest,5,5,290.0,1075.0,No,Confused Drifter
R1888,18,Male,Tamil Nadu,Rural,Below ₹2L,Postgraduate,Science PCM,CBSE,70–80%,Somewhat clear,More than 2 years,Both equally,Family/Friends,Online courses,Engineering/Tech,1-on-1 mentorship,Passion/Interest,5,5,244.0,964.0,No,Career Switcher
R1889,16,Male,Rajasthan,Tier-3,₹5–10L,Class 9-10,Commerce,State Board,Above 90%,Somewhat clear,More than 2 years,Parents,Social Media,Coaching classes,Business/Management,1-on-1 mentorship,Passion/Interest,5,1,337.0,1674.0,No,Anxious Achiever
R1890,22,Male,Andhra Pradesh,Tier-2,₹2–5L,Class 11-12,Science PCB,CBSE,Above 90%,Somewhat unclear,Within 3 months,Parents,YouTube,Coaching classes,Law,1-on-1 mentorship,Passion/Interest,5,4,240.0,771.0,Yes,Anxious Achiever
R1891,19,Male,Karnataka,Tier-3,₹10–20L,Postgraduate,Science PCM,CBSE,Below 60%,Somewhat unclear,6–12 months,Both equally,Family/Friends,Online courses,Finance/Banking,1-on-1 mentorship,Financial security,4,3,423.0,1935.0,Yes,Anxious Achiever
R1892,20,Male,Madhya Pradesh,Rural,Above ₹20L,Undergraduate,Commerce,State Board,70–80%,Very clear,Within 3 months,Myself,Social Media,Coaching classes,Other,AI career roadmap,Family expectations,5,5,625.0,2733.0,Yes,Focused Climber
R1893,21,Male,Uttar Pradesh,Rural,₹2–5L,Postgraduate,Commerce,State Board,70–80%,Very clear,Within 3 months,Parents,Family/Friends,Career counsellor,Science Research,Scholarship finder,Unclear,1,5,287.0,1368.0,Yes,Focused Climber
R1894,20,Female,Karnataka,Tier-2,₹2–5L,Class 11-12,Commerce,CBSE,80–90%,Not clear at all,6–12 months,Teachers/Counsellor,Family/Friends,Nothing,Education/Teaching,College matchmaking,Family expectations,3,4,164.0,433.0,No,Confused Drifter
R1895,19,Female,West Bengal,Tier-2,Above ₹20L,Undergraduate,Vocational,State Board,70–80%,Not clear at all,3–6 months,Both equally,Family/Friends,Nothing,Finance/Banking,AI career roadmap,Social status,4,2,381.0,1059.0,No,Confused Drifter
R1896,23,Female,Other,Metro,₹2–5L,Undergraduate,Science PCM,ICSE,Below 60%,Not clear at all,6–12 months,Myself,YouTube,Coaching classes,Engineering/Tech,AI career roadmap,Social status,4,2,276.0,1107.0,Yes,Anxious Achiever
R1897,20,Male,West Bengal,Rural,Below ₹2L,Undergraduate,Not Applicable,CBSE,70–80%,Not clear at all,6–12 months,Both equally,YouTube,Nothing,Finance/Banking,1-on-1 mentorship,Passion/Interest,1,3,134.0,356.0,Yes,Confused Drifter
R1898,20,Male,Maharashtra,Tier-2,₹10–20L,Class 9-10,Not Applicable,ICSE,70–80%,Not clear at all,3–6 months,Parents,Social Media,Exam prep material,Business/Management,AI career roadmap,Financial security,3,3,318.0,985.0,No,Confused Drifter
R1899,18,Female,West Bengal,Tier-2,₹2–5L,Undergraduate,Science PCM,State Board,70–80%,Somewhat clear,6–12 months,Both equally,Family/Friends,Career counsellor,Business/Management,1-on-1 mentorship,Social status,1,4,353.0,1642.0,Yes,Focused Climber
R1900,24,Female,Other,Tier-3,₹2–5L,Class 11-12,Science PCB,State Board,Below 60%,Somewhat unclear,3–6 months,Both equally,YouTube,Coaching classes,Engineering/Tech,1-on-1 mentorship,Family expectations,5,3,264.0,1167.0,Yes,Anxious Achiever
R1901,20,Male,Maharashtra,Metro,₹5–10L,Class 11-12,Arts/Humanities,CBSE,70–80%,Not clear at all,Within 3 months,Parents,Family/Friends,Coaching classes,Business/Management,AI career roadmap,Financial security,3,2,254.0,924.0,No,Passive Explorer
R1902,24,Female,Uttar Pradesh,Tier-3,₹10–20L,Class 9-10,Commerce,Other,Below 60%,Not clear at all,Within 3 months,Both equally,YouTube,Coaching classes,Business/Management,Entrance exam navigator,Financial security,5,1,316.0,1359.0,Yes,Confused Drifter
R1903,16,Female,Madhya Pradesh,Tier-3,₹2–5L,Undergraduate,Vocational,CBSE,60–70%,Not clear at all,1–2 years,Myself,Online Platforms,Online courses,Arts/Design,1-on-1 mentorship,Unclear,4,5,165.0,820.0,No,Confused Drifter
R1904,22,Male,Telangana,Tier-3,₹10–20L,Class 11-12,Commerce,CBSE,80–90%,Not clear at all,1–2 years,Parents,YouTube,Nothing,Law,AI career roadmap,Family expectations,4,2,239.0,989.0,Yes,Passive Explorer
R1905,20,Female,Uttar Pradesh,Metro,₹5–10L,Class 11-12,Science PCM,State Board,70–80%,Somewhat unclear,More than 2 years,Myself,School Counsellor,Exam prep material,Arts/Design,AI career roadmap,Passion/Interest,5,3,360.0,1011.0,No,Anxious Achiever
R1906,16,Female,Madhya Pradesh,Tier-3,,Class 11-12,Arts/Humanities,State Board,80–90%,Not clear at all,3–6 months,Parents,Online Platforms,Nothing,Law,AI career roadmap,Financial security,4,1,283.0,746.0,Yes,Confused Drifter
R1907,22,Male,Madhya Pradesh,Tier-3,₹10–20L,Undergraduate,Science PCM,ICSE,70–80%,Not clear at all,6–12 months,Myself,Family/Friends,Coaching classes,Engineering/Tech,Scholarship finder,Social status,4,3,358.0,1733.0,No,Confused Drifter
R1908,17,Male,Maharashtra,Tier-2,₹5–10L,Class 11-12,Commerce,State Board,60–70%,Very clear,1–2 years,Both equally,Family/Friends,Online courses,Education/Teaching,AI career roadmap,Passion/Interest,3,2,433.0,1858.0,Yes,Focused Climber
R1909,20,Male,Other,Rural,Below ₹2L,Postgraduate,Science PCM,CBSE,80–90%,Somewhat unclear,More than 2 years,Myself,Family/Friends,Nothing,Engineering/Tech,Skill assessment,Social status,3,3,164.0,436.0,No,Anxious Achiever
R1910,24,Female,West Bengal,Tier-3,₹2–5L,Class 11-12,Commerce,CBSE,80–90%,Not clear at all,6–12 months,Myself,YouTube,Coaching classes,Government/UPSC,1-on-1 mentorship,Social status,4,1,134.0,361.0,No,Passive Explorer
R1911,18,Female,West Bengal,Tier-2,₹5–10L,Undergraduate,Commerce,CBSE,70–80%,Not clear at all,1–2 years,Both equally,School Counsellor,Coaching classes,Education/Teaching,1-on-1 mentorship,Financial security,4,3,245.0,839.0,No,Confused Drifter
R1912,19,Male,Other,Rural,₹5–10L,Postgraduate,Science PCM,State Board,Above 90%,Not clear at all,3–6 months,Parents,Social Media,Coaching classes,Engineering/Tech,Scholarship finder,Financial security,1,2,205.0,843.0,No,Confused Drifter
R1913,17,Male,Telangana,Tier-3,₹2–5L,Class 11-12,Science PCB,CBSE,Above 90%,Not clear at all,More than 2 years,Both equally,YouTube,Coaching classes,Medicine/Healthcare,1-on-1 mentorship,Passion/Interest,3,1,129.0,605.0,Yes,Passive Explorer
R1914,18,Male,Maharashtra,Metro,₹10–20L,Undergraduate,Not Applicable,State Board,60–70%,Not clear at all,1–2 years,Both equally,YouTube,Coaching classes,Medicine/Healthcare,AI career roadmap,Financial security,4,3,278.0,1296.0,No,Passive Explorer
R1915,17,Female,Tamil Nadu,Tier-3,₹5–10L,Undergraduate,Commerce,CBSE,Above 90%,Somewhat unclear,3–6 months,Myself,YouTube,Coaching classes,Engineering/Tech,College matchmaking,Social status,5,3,164.0,567.0,No,Passive Explorer
R1916,17,Male,Uttar Pradesh,Metro,₹5–10L,Class 9-10,Commerce,State Board,70–80%,Somewhat unclear,More than 2 years,Parents,School Counsellor,Coaching classes,Finance/Banking,Entrance exam navigator,Financial security,3,4,356.0,1285.0,Yes,Anxious Achiever
R1917,16,Female,Maharashtra,Tier-2,Above ₹20L,Undergraduate,Commerce,State Board,70–80%,Very clear,6–12 months,Myself,School Counsellor,Coaching classes,Other,AI career roadmap,Financial security,2,4,774.0,3761.0,Yes,Focused Climber
R1918,16,Male,Tamil Nadu,Tier-2,Below ₹2L,Working Professional,Science PCM,CBSE,80–90%,Somewhat unclear,1–2 years,Both equally,Career Books,Career counsellor,Engineering/Tech,Entrance exam navigator,Financial security,4,3,232.0,704.0,Yes,Anxious Achiever
R1919,18,Female,Maharashtra,Rural,₹5–10L,Postgraduate,Science PCM,State Board,60–70%,Not clear at all,More than 2 years,Myself,School Counsellor,Online courses,Business/Management,AI career roadmap,Family expectations,4,1,236.0,841.0,No,Confused Drifter
R1920,20,Male,Maharashtra,Tier-2,Above ₹20L,Postgraduate,Science PCM,ICSE,70–80%,Somewhat unclear,6–12 months,Parents,Social Media,Online courses,Engineering/Tech,AI career roadmap,Financial security,5,4,532.0,1753.0,Yes,Anxious Achiever
R1921,19,Male,Andhra Pradesh,Metro,₹5–10L,Class 9-10,Vocational,CBSE,80–90%,Not clear at all,3–6 months,Both equally,Family/Friends,Nothing,Government/UPSC,Entrance exam navigator,Family expectations,3,2,266.0,924.0,No,Confused Drifter
R1922,18,Male,Maharashtra,Tier-3,Below ₹2L,Class 11-12,Commerce,State Board,80–90%,Not clear at all,More than 2 years,Both equally,School Counsellor,Nothing,Arts/Design,Scholarship finder,Family expectations,4,4,139.0,509.0,Yes,Passive Explorer
R1923,25,Female,Other,Tier-2,₹10–20L,Class 11-12,Commerce,ICSE,70–80%,Somewhat clear,3–6 months,Both equally,Family/Friends,Online courses,Law,AI career roadmap,Financial security,4,5,487.0,2337.0,Yes,Career Switcher
R1924,19,Male,Other,Metro,₹5–10L,Class 11-12,Arts/Humanities,State Board,70–80%,Somewhat clear,6–12 months,Both equally,Family/Friends,Exam prep material,Law,College matchmaking,Social status,3,2,391.0,1467.0,Yes,Anxious Achiever
